"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-12-15","09:32:00",6857.65,"2 Dec 15 6820 P STO 3.65 | 4 Dec 15 6885 C STO 3.10 | 2 Dec 15 6720 P BTO 0.25 | 4 Dec 15 6935 C BTO 0.15",920,6825.37,"2025-12-15","10:04:00",1400,"Stop Loss",-988.8,-53.73913043478261,2,1152874.4,18160,"",14.4,14.4,17.909,17.562,16.05,16.75,32.78,-2.54,13.59,-48.91
"2025-12-12","10:27:00",6856.25,"2 Dec 12 6815 P STO 3.75 | 4 Dec 12 6895 C STO 2.90 | 2 Dec 12 6715 P BTO 0.20 | 4 Dec 12 6945 C BTO 0.25",875,6826.98,"2025-12-12","10:59:00",1355,"Stop Loss",-988.8,-56.502857142857145,2,1153863.2,18250,"",14.4,14.4,13.643,12.462,15.74,16.57,-14.15,-30.6,21.14,-79.43
"2025-12-12","09:32:00",6895.61,"2 Dec 12 6855 P STO 3.25 | 4 Dec 12 6925 C STO 2.70 | 2 Dec 12 6755 P BTO 0.25 | 4 Dec 12 6975 C BTO 0.15",800,6858.77,"2025-12-12","10:25:00",1280,"Stop Loss",-988.8,-61.8,2,1154852,18400,"",14.4,14.4,15.727,20.769,15.01,15.7,-14.15,8.76,23.12,-65
"2025-12-11","13:46:00",6895.19,"2 Dec 11 6890 P STO 3.75 | 4 Dec 11 6900 C STO 3.40 | 2 Dec 11 6790 P BTO 0.10 | 4 Dec 11 6950 C BTO 0.10",1015,6894.95,"2025-12-11","15:45:00",330,"Exited at Specified Time",1341.2,66.06896551724138,2,1155840.8,17970,"",14.4,14.4,35.167,21.667,15.31,15.11,-25.38,33.89,70.94,-27.09
"2025-12-11","09:32:00",6858.8,"2 Dec 11 6810 P STO 3.30 | 4 Dec 11 6895 C STO 3.30 | 2 Dec 11 6710 P BTO 0.30 | 4 Dec 11 6945 C BTO 0.20",910,6896.33,"2025-12-11","13:44:00",1390,"Stop Loss",-988.8,-54.329670329670336,2,1154499.6,18180,"",14.4,14.4,14.143,51.2,16.06,15.3,-25.38,-2.5,74.18,-62.09
"2025-12-10","15:00:00",6890.29,"2 Dec 10 6860 P STO 3.65 | 4 Dec 10 6910 C STO 3.20 | 2 Dec 10 6760 P BTO 0.15 | 4 Dec 10 6960 C BTO 0.10",960,6894.7,"2025-12-10","15:45:00",100,"Exited at Specified Time",1691.2,88.08333333333334,2,1155488.4,18080,"",14.4,14.4,28.714,6.333,15.69,15.71,-7.02,56.8,91.67,0
"2025-12-10","14:38:00",6864.69,"2 Dec 10 6815 P STO 3.35 | 4 Dec 10 6900 C STO 2.80 | 2 Dec 10 6715 P BTO 0.20 | 4 Dec 10 6950 C BTO 0.10",845,6886.72,"2025-12-10","14:58:00",1325,"Stop Loss",-988.8,-58.50887573964497,2,1153797.2,18310,"",14.4,14.4,22.375,47.2,16.34,15.71,-7.02,31.2,35.5,-57.99
"2025-12-10","09:48:00",6843.55,"2 Dec 10 6770 P STO 3.45 | 4 Dec 10 6895 C STO 3.25 | 2 Dec 10 6670 P BTO 0.35 | 4 Dec 10 6945 C BTO 0.25",900,6875.9,"2025-12-10","14:36:00",1380,"Stop Loss",-988.8,-54.93333333333334,2,1154786,18200,"",14.4,14.4,11.706,21.357,17.27,16.35,-7.02,10.06,33.33,-81.11
"2025-12-09","09:32:00",6842.73,"2 Dec 9 6805 P STO 3.80 | 4 Dec 9 6875 C STO 2.55 | 2 Dec 9 6705 P BTO 0.20 | 4 Dec 9 6925 C BTO 0.10",840,6844.88,"2025-12-09","15:45:00",25,"Exited at Specified Time",1601.2,95.30952380952381,2,1155774.8,18320,"",14.4,14.4,22.25,1,17.14,16.77,-5.9,2.12,99.4,0
"2025-12-08","13:59:00",6828.35,"2 Dec 8 6815 P STO 3.05 | 4 Dec 8 6840 C STO 2.95 | 2 Dec 8 6715 P BTO 0.05 | 4 Dec 8 6890 C BTO 0.15",850,6837.91,"2025-12-08","15:45:00",445,"Exited at Specified Time",781.2,45.95294117647059,2,1154173.6,18300,"",14.4,14.4,25.571,29.333,17.03,16.85,4.8,-46.85,72.94,-6.47
"2025-12-08","13:00:00",6852.79,"2 Dec 8 6840 P STO 3.25 | 4 Dec 8 6865 C STO 2.90 | 2 Dec 8 6740 P BTO 0.05 | 4 Dec 8 6915 C BTO 0.20",850,6831.75,"2025-12-08","13:57:00",1330,"Stop Loss",-988.8,-58.16470588235294,2,1153392.4,18300,"",14.4,14.4,20.111,41,16.56,16.95,4.8,-22.41,27.65,-55.88
"2025-12-08","12:29:00",6836.79,"2 Dec 8 6820 P STO 3.75 | 4 Dec 8 6855 C STO 2.55 | 2 Dec 8 6720 P BTO 0.10 | 4 Dec 8 6905 C BTO 0.15",835,6852.1,"2025-12-08","12:58:00",1315,"Stop Loss",-988.8,-59.20958083832335,2,1154381.2,18330,"",14.4,14.4,22.125,23.636,16.99,16.6,4.8,-38.41,8.38,-59.28
"2025-12-08","09:32:00",6874.75,"2 Dec 8 6840 P STO 3.60 | 4 Dec 8 6900 C STO 2.65 | 2 Dec 8 6740 P BTO 0.25 | 4 Dec 8 6950 C BTO 0.15",825,6834.99,"2025-12-08","12:27:00",1305,"Stop Loss",-988.8,-59.92727272727273,2,1155370,18350,"",14.4,14.4,16.182,33.714,16.4,17.02,4.8,-0.45,33.33,-55.76
"2025-12-05","09:32:00",6876.46,"2 Dec 5 6825 P STO 3.65 | 4 Dec 5 6905 C STO 2.55 | 2 Dec 5 6725 P BTO 0.25 | 4 Dec 5 6955 C BTO 0.10",820,6870.66,"2025-12-05","15:45:00",25,"Exited at Specified Time",1561.2,95.19512195121952,2,1156358.8,18360,"",14.4,14.4,19.444,1,15.7,15.28,9.2,10.14,99.39,-50
"2025-12-04","09:32:00",6862.2,"2 Dec 4 6825 P STO 3.75 | 4 Dec 4 6890 C STO 2.75 | 2 Dec 4 6725 P BTO 0.25 | 4 Dec 4 6940 C BTO 0.10",870,6842.76,"2025-12-04","15:45:00",35,"Exited at Specified Time",1641.2,94.32183908045977,2,1154797.6,18260,"",14.4,14.4,20.556,2,16.01,16,16.75,-4.27,98.85,-28.16
"2025-12-03","09:32:00",6818.92,"2 Dec 3 6755 P STO 3.75 | 4 Dec 3 6860 C STO 3.20 | 2 Dec 3 6655 P BTO 0.35 | 4 Dec 3 6910 C BTO 0.15",940,6858.23,"2025-12-03","15:45:00",390,"Exited at Specified Time",1071.2,56.97872340425533,2,1153156.4,18120,"",14.4,14.4,15.615,25.667,16.99,15.95,-14.08,3.63,72.34,-4.26
"2025-12-01","09:58:00",6830.08,"2 Dec 1 6780 P STO 3.45 | 4 Dec 1 6860 C STO 3.25 | 2 Dec 1 6680 P BTO 0.30 | 4 Dec 1 6910 C BTO 0.15",925,6823.39,"2025-12-01","15:45:00",25,"Exited at Specified Time",1771.2,95.74054054054054,2,1152085.2,18150,"",14.4,14.4,16.583,1,17.23,17.01,-36.79,17.78,99.46,0
"2025-12-01","09:32:00",6802.8,"2 Dec 1 6745 P STO 3.50 | 4 Dec 1 6845 C STO 3.35 | 2 Dec 1 6645 P BTO 0.40 | 4 Dec 1 6895 C BTO 0.25",920,6828.77,"2025-12-01","09:56:00",1400,"Stop Loss",-988.8,-53.73913043478261,2,1150314,18160,"",14.4,14.4,11.333,17.353,17.89,17.26,-36.79,-9.5,14.67,-53.26
"2025-11-28","09:35:00",6829.81,"2 Nov 28 6775 P STO 3.50 | 4 Nov 28 6905 C STO 0.20 | 2 Nov 28 6675 P BTO 0.20 | 4 Nov 28 6955 C BTO 0.05",350,6849.09,"2025-11-28","13:00:00",0,"Expired",685.6,97.94285714285714,2,1151302.8,19300,"",14.4,0,13,1,17.8,16.21,9.91,7.29,100,-35.71
