"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2023-02-06","09:35:00",4118.92,"14 Feb 15 4040 P STO 24.10 | 14 Feb 15 4190 C STO 22.20 | 14 Mar 1 4040 P BTO 40.55 | 14 Mar 1 4190 C BTO 38.85",-3320,4124.57,"2023-02-14","11:03:00",-4715,"Below Short/Long Ratio",19386.64,41.709638554216866,14,618755.52,46480,"",99.68,43.68,0.583,0.099,-16.91,-0.65,46.08,-3.61
"2023-02-03","09:35:00",4137.53,"10 Feb 13 4075 P STO 19.40 | 10 Feb 13 4195 C STO 18.70 | 10 Feb 27 4075 P BTO 41.90 | 10 Feb 27 4195 C BTO 41.25",-4515,4096.22,"2023-02-13","09:32:00",-6785,"Below Short/Long Ratio",22597.6,50.0500553709856,10,599368.88,45150,"",71.2,31.2,0.458,0.092,-43.07,0.84,50.5,-0.22
"2023-02-02","09:35:00",4158.19,"12 Feb 13 4090 P STO 20.90 | 12 Feb 13 4220 C STO 20.20 | 12 Feb 27 4090 P BTO 40.15 | 12 Feb 27 4220 C BTO 39.35",-3850,4067.45,"2023-02-10","09:41:00",-5195,"Above Delta",16017.12,34.66909090909091,12,576771.28,46200,"",85.44,37.44,0.517,0.422,39.47,-0.49,58.7,-1.43
"2023-02-01","09:35:00",4062,"12 Feb 10 3980 P STO 25.25 | 12 Feb 10 4140 C STO 23.95 | 12 Feb 24 3980 P BTO 43.80 | 12 Feb 24 4140 C BTO 40.95",-3565,4178.24,"2023-02-02","10:47:00",-3535,"Below Delta",-482.88,-1.1287517531556803,12,560754.16,42780,"",85.44,37.44,0.581,0.666,-6.53,-8.07,12.2,-1.82
"2023-01-30","09:35:00",4044.04,"12 Feb 8 3965 P STO 24.15 | 12 Feb 8 4120 C STO 22.55 | 12 Feb 22 3965 P BTO 43.30 | 12 Feb 22 4120 C BTO 40.60",-3730,4155.28,"2023-02-02","09:32:00",-3700,"Below Delta",-482.88,-1.0788203753351207,12,554459.92,44760,"",85.44,37.44,0.557,0.626,-21.29,-5.23,8.85,-4.16
"2023-01-27","09:35:00",4051.87,"12 Feb 6 3975 P STO 23.45 | 12 Feb 6 4125 C STO 20.95 | 12 Feb 21 3975 P BTO 42.55 | 12 Feb 21 4125 C BTO 39.45",-3770,4155.28,"2023-02-02","09:32:00",-4265,"Below Delta",5817.12,12.858355437665784,12,554942.8,45240,"",85.44,37.44,0.541,0.545,-6.71,-1.85,24.8,-1.19
"2023-01-26","09:35:00",4045.14,"12 Feb 6 3965 P STO 25.85 | 12 Feb 6 4125 C STO 22.50 | 12 Feb 21 3965 P BTO 43.95 | 12 Feb 21 4125 C BTO 40.25",-3595,4155.28,"2023-02-02","09:32:00",-4170,"Below Delta",6777.12,15.709596662030597,12,561237.04,43140,"",85.44,37.44,0.574,0.55,19.86,9.06,27.96,-3.06
"2023-01-23","11:05:00",4023.51,"9 Feb 1 3955 P STO 24.05 | 9 Feb 1 4090 C STO 22.15 | 9 Feb 15 3955 P BTO 48.15 | 9 Feb 15 4090 C BTO 47.45",-4950,4048.91,"2023-02-01","14:32:00",-6705,"Below Short/Long Ratio",15702.84,35.247676767676765,9,549125.68,44550,"",64.08,28.08,0.483,0.096,5.53,45.37,38.08,-9.19
"2022-12-05","09:37:00",4051.47,"15 Dec 14 3965 P STO 28.05 | 15 Dec 14 4135 C STO 25.45 | 15 Dec 28 3965 P BTO 41.95 | 15 Dec 28 4135 C BTO 39.75",-2830,4006.39,"2022-12-14","15:04:00",-4655,"Below Short/Long Ratio",27221.4,64.12579505300353,15,533422.84,42450,"",106.8,46.8,0.655,0.091,-19.68,-0.55,68.73,-33.39
"2022-11-14","09:35:00",3975.88,"8 Nov 23 3895 P STO 24.60 | 8 Nov 23 4050 C STO 25.00 | 8 Dec 7 3895 P BTO 49.50 | 8 Dec 7 4050 C BTO 50.85",-5085,3957.68,"2022-11-21","13:37:00",-5520,"Below Short/Long Ratio",3398.08,8.353195673549656,8,506201.44,40680,"",56.96,24.96,0.494,0.099,-14.96,-2.09,15.93,-3.15
