"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2023-11-24","09:45:00",4554.31,"110 Dec 15 4500 P STO 25.95 | 110 Dec 15 4625 C STO 22.05 | 110 Dec 22 4500 P BTO 31.25 | 110 Dec 22 4625 C BTO 29.75",-1330,4641.78,"2023-12-12","15:08:00",-1360,"Below Delta",2173.6,1.4857142857142855,110,2669980.28,146300,"",783.2,343.2,0.787,0.702,-0.78,-1.53,16.92,-17.67
"2023-11-22","09:45:00",4566.44,"62 Dec 13 4510 P STO 23.75 | 62 Dec 13 4635 C STO 21.95 | 62 Dec 20 4510 P BTO 29.90 | 62 Dec 20 4650 C BTO 24.15",-865,4640.09,"2023-12-12","15:45:00",-825,"Exited at Specified Time",-3114.88,-5.808092485549133,62,2666865.4,146630,"",441.44,193.44,0.846,0.666,14.85,13.4,36.99,-10.98
"2023-11-09","09:45:00",4383.82,"78 Nov 30 4320 P STO 26.70 | 78 Nov 30 4455 C STO 22.25 | 78 Dec 7 4320 P BTO 33.80 | 78 Dec 7 4460 C BTO 28.90",-1405,4488.39,"2023-11-14","09:59:00",-1215,"Below Delta",-15618.72,-14.251957295373662,78,2688850.6,148590,"",555.36,243.36,0.781,0.855,8.63,-7.59,14.23,-15.66
"2023-11-08","09:45:00",4386.69,"92 Nov 29 4325 P STO 26.65 | 92 Nov 29 4460 C STO 21.55 | 92 Dec 6 4325 P BTO 34.15 | 92 Dec 6 4460 C BTO 29.90",-1615,4492.69,"2023-11-14","10:03:00",-1545,"Below Delta",-7382.08,-4.968421052631579,92,2681468.52,148580,"",655.04,287.04,0.753,0.818,5.99,2.32,7.74,-15.48
"2023-07-27","09:45:00",4605.54,"102 Aug 17 4555 P STO 24.15 | 102 Aug 17 4675 C STO 19.95 | 102 Aug 24 4555 P BTO 30.30 | 102 Aug 24 4675 C BTO 27.60",-1410,4491.43,"2023-08-03","09:32:00",-910,"Above Delta",-52044.48,-36.18723404255319,102,2658823.28,143820,"",726.24,318.24,0.762,0.896,31.51,7.28,6.03,-33.33
"2023-07-26","09:45:00",4562.68,"105 Aug 16 4505 P STO 25.95 | 105 Aug 16 4635 C STO 21.15 | 105 Aug 23 4505 P BTO 31.90 | 105 Aug 23 4635 C BTO 28.30",-1340,4467.38,"2023-08-08","10:18:00",-1175,"Above Delta",-18400.2,-13.077611940298508,105,2702879.96,140700,"",747.6,327.6,0.782,0.826,-8.5,3.72,23.13,-10.07
"2023-07-25","09:45:00",4559.12,"105 Aug 15 4500 P STO 25.45 | 105 Aug 15 4630 C STO 22.25 | 105 Aug 22 4500 P BTO 31.50 | 105 Aug 22 4630 C BTO 29.15",-1325,4464.74,"2023-08-08","11:06:00",-1285,"Above Delta",-5275.2,-3.791698113207547,105,2697604.76,139125,"",747.6,327.6,0.786,0.803,0.55,3.93,27.17,-3.77
"2023-07-24","09:45:00",4556.29,"106 Aug 14 4500 P STO 26.00 | 106 Aug 14 4630 C STO 21.65 | 106 Aug 21 4500 P BTO 32.10 | 106 Aug 21 4630 C BTO 28.40",-1315,4467.8,"2023-08-08","10:17:00",-1325,"Above Delta",-25.44,-0.018250950570342206,106,2721280.16,139390,"",754.72,330.72,0.788,0.782,7.05,12.9,28.9,-6.84
"2023-07-21","09:45:00",4548.81,"106 Aug 11 4490 P STO 26.25 | 106 Aug 11 4625 C STO 21.65 | 106 Aug 18 4490 P BTO 32.50 | 106 Aug 18 4625 C BTO 28.25",-1315,4463.38,"2023-08-09","11:54:00",-1390,"Above Delta",6864.56,4.924714828897339,106,2704469.32,139390,"",754.72,330.72,0.788,0.737,15.29,-1.35,30.04,-6.84
"2023-07-20","09:45:00",4562.17,"105 Aug 10 4505 P STO 26.80 | 105 Aug 10 4640 C STO 22.55 | 105 Aug 17 4505 P BTO 33.10 | 105 Aug 17 4640 C BTO 29.20",-1325,4482.3,"2023-08-08","09:45:00",-1485,"Above Delta",15724.8,11.302641509433961,105,2721305.6,139125,"",747.6,327.6,0.792,0.696,-11.34,7.79,27.55,-10.57
